date,BOOZ,SMOK,MJ,XBI,XPH,SPY
2017-02-22 00:00:00,92.64,91.48,27.94,67.79,41.87,236.28
2017-02-21 00:00:00,92.73,91.52,28.06,69.01,42.06,236.49
2017-02-17 00:00:00,91.93,90.72,27.37,69.45,42.17,235.09
2017-02-16 00:00:00,91.65,90.22,27.5645,68.69,42.06,234.72
2017-02-15 00:00:00,91.06,89.96,27.75,69.11,42.53,234.92
2017-02-14 00:00:00,91.01,89.64,27.53,67.99,41.62,233.7
2017-02-13 00:00:00,90.38,89.79,27.5,66.98,40.93,232.77
2017-02-10 00:00:00,90.36,89.89,27.3801,66.75,40.79,231.51
2017-02-09 00:00:00,90.42,90.0,27.1465,67.07,40.79,230.6
2017-02-08 00:00:00,89.85,89.78,26.88,65.89,40.35,229.24
2017-02-07 00:00:00,88.71,89.21,26.83,65.32,40.01,228.94
2017-02-06 00:00:00,88.33,87.88,26.89,65.87,40.39,228.93
2017-02-03 00:00:00,88.95,88.61,26.98,65.98,40.22,229.34
2017-02-02 00:00:00,88.29,87.26,26.542,65.11,39.65,227.77
2017-02-01 00:00:00,88.12,85.54,26.2,64.96,39.26,227.62
2017-01-31 00:00:00,87.61,85.56,25.9,64.9,38.81,227.53
2017-01-30 00:00:00,87.64,85.51,25.87,62.32,37.59,227.55
2017-01-27 00:00:00,88.42,85.61,25.88,63.42,38.03,228.97
2017-01-26 00:00:00,88.48,85.56,25.75,62.63,37.79,229.33
2017-01-25 00:00:00,88.99,85.62,26.07,62.78,38.15,229.57
2017-01-24 00:00:00,88.64,85.18,25.8,62.44,37.77,227.6
2017-01-23 00:00:00,88.08,84.49,25.78,62.36,38.05,226.15
2017-01-20 00:00:00,87.23,84.16,25.18,63.15,38.37,226.74
2017-01-19 00:00:00,87.03,83.55,24.7101,63.62,38.76,225.91
2017-01-18 00:00:00,87.25,83.18,24.9,64.24,39.18,226.75
2017-01-17 00:00:00,87.99,82.24,25.2,63.43,38.95,226.25
2017-01-13 00:00:00,87.46,80.72,25.1028,65.0,39.68,227.05
2017-01-12 00:00:00,87.09,80.76,25.009,64.48,39.58,226.53
2017-01-11 00:00:00,86.71,80.77,24.59,63.49,39.41,227.1
2017-01-10 00:00:00,86.76,80.85,24.7382,65.75,40.6,226.46
2017-01-09 00:00:00,87.04,81.4,24.98,65.36,40.85,226.46
2017-01-06 00:00:00,87.37,81.83,24.98,63.35,40.8032,227.21
2017-01-05 00:00:00,87.75,81.29,24.93,62.47,40.96,226.4
2017-01-04 00:00:00,87.56,80.84,24.77,62.34,41.08,226.58
2017-01-03 00:00:00,87.22,81.23,24.618,59.59,40.11,225.24
2016-12-30 00:00:00,87.25,81.38,24.2,59.19,39.09,223.53
2016-12-29 00:00:00,87.23,81.61,24.4736,59.66,38.74,224.35
2016-12-28 00:00:00,86.45,81.01,24.72,60.13,39.09,224.4
2016-12-27 00:00:00,86.52,81.36,27.2587,60.95,39.76,226.27
2016-12-23 00:00:00,86.25,81.47,27.2587,61.53,40.01,225.71
2016-12-22 00:00:00,85.78,81.47,27.2587,59.47,39.1,225.38
2016-12-21 00:00:00,86.33,81.13,27.21,60.46,39.37,225.77
2016-12-20 00:00:00,85.94,80.8,27.09,61.73,39.71,226.4
2016-12-19 00:00:00,86.43,81.42,27.1908,61.01,39.82,225.53
2016-12-16 00:00:00,86.87,81.03,27.4199,61.95,39.87,225.04
2016-12-15 00:00:00,86.54,79.89,28.0761,61.94,39.38,226.81
2016-12-14 00:00:00,86.96,80.24,28.0761,60.9,39.04,225.88
2016-12-13 00:00:00,88.48,81.31,28.0761,60.91,39.28,227.76
2016-12-12 00:00:00,87.63,80.52,28.0761,60.98,38.63,226.25
2016-12-09 00:00:00,87.55,80.09,28.0082,61.9,38.77,226.51
2016-12-08 00:00:00,86.46,79.22,27.93,62.1,38.25,225.15
2016-12-07 00:00:00,86.62,79.52,27.7486,61.79,38.54,224.6
2016-12-06 00:00:00,85.9,78.08,27.2593,64.38,39.33,221.7
2016-12-05 00:00:00,86.16,77.52,27.2129,63.21,39.035,221.0
2016-12-02 00:00:00,85.01,77.89,26.9425,61.81,38.92,219.68
2016-12-01 00:00:00,84.15,77.26,26.9425,61.14,38.62,219.57
2016-11-30 00:00:00,86.54,77.98,27.71,62.67,39.24,220.38
2016-11-29 00:00:00,87.87,79.86,27.4732,64.57,39.71,220.91
2016-11-28 00:00:00,88.28,79.5,27.4732,64.35,40.12,220.48
2016-11-25 00:00:00,87.82,78.8,27.5399,66.4,40.68,221.52
2016-11-23 00:00:00,87.22,78.38,27.5399,65.74,40.58,220.7
2016-11-22 00:00:00,87.09,79.11,27.5399,64.63,40.24,220.58
2016-11-21 00:00:00,87.44,78.67,27.6632,66.36,40.83,220.15
2016-11-18 00:00:00,86.41,77.99,27.4399,65.98,40.86,218.5
2016-11-17 00:00:00,87.33,78.11,27.7644,66.48,41.33,218.99
2016-11-16 00:00:00,86.65,77.25,28.0,65.51,41.24,217.87
2016-11-15 00:00:00,87.38,76.66,28.0,67.71,41.93,218.28
2016-11-14 00:00:00,86.75,76.31,27.2117,68.13,42.04,216.59
2016-11-11 00:00:00,89.17,77.49,27.18,66.21,41.65,216.42
2016-11-10 00:00:00,89.88,78.39,28.4,65.79,41.48,216.92
2016-11-09 00:00:00,93.51,81.6,30.47,63.78,40.57,216.3792
2016-11-08 00:00:00,97.7,84.4,31.5975,57.79,38.2,214.11
2016-11-07 00:00:00,96.14,83.85,30.5222,57.34,38.5,213.15
2016-11-04 00:00:00,93.98,82.41,30.5222,54.87,37.44,208.55
2016-11-03 00:00:00,93.92,83.13,30.41,53.31,36.67,208.78
2016-11-02 00:00:00,95.32,83.04,30.2874,55.42,39.22,209.74
2016-11-01 00:00:00,95.87,83.2,31.72,56.84,40.09,211.01
2016-10-31 00:00:00,97.78,83.68,31.72,56.15,39.75,212.55
2016-10-28 00:00:00,97.98,83.5,31.8783,56.84,40.48,212.54
2016-10-27 00:00:00,99.86,82.6,31.8783,57.13,41.62,213.17
2016-10-26 00:00:00,99.82,82.79,32.0399,57.99,41.81,213.74
2016-10-25 00:00:00,101.33,83.18,32.4999,58.67,42.36,214.17
2016-10-24 00:00:00,102.23,83.48,32.1092,59.15,42.2,214.89
2016-10-21 00:00:00,102.54,82.61,32.1092,59.73,42.31,213.98
2016-10-20 00:00:00,102.54,81.42,32.1092,59.89,42.58,213.88
2016-10-19 00:00:00,103.17,81.69,32.05,58.82,42.22,214.28
2016-10-18 00:00:00,102.71,82.34,31.71,59.89,42.42,213.71
2016-10-17 00:00:00,102.36,81.63,30.813,59.07,41.85,212.38
2016-10-14 00:00:00,102.79,81.82,30.813,59.56,42.19,213.12
2016-10-13 00:00:00,102.34,82.14,30.813,61.34,42.95,213.01
2016-10-12 00:00:00,102.47,82.01,30.813,61.27,42.8,213.71
2016-10-11 00:00:00,102.56,81.45,31.0478,63.44,43.64,213.43
2016-10-10 00:00:00,103.1,81.78,31.1,65.52,44.92,216.16
2016-10-07 00:00:00,101.95,81.72,30.719,64.15,44.1,215.04
2016-10-06 00:00:00,102.57,81.44,30.82,64.66,44.37,215.78
2016-10-05 00:00:00,103.24,81.23,30.88,66.72,45.12,215.63
2016-10-04 00:00:00,103.06,81.71,30.88,65.66,44.61,214.68
2016-10-03 00:00:00,102.91,82.92,30.88,66.18,44.62,215.78
2016-09-30 00:00:00,103.38,82.96,30.365,66.29,44.19,216.3
2016-09-29 00:00:00,102.9,83.12,30.62,65.52,43.93,214.68
2016-09-28 00:00:00,104.24,84.47,30.62,67.8,46.1,216.64
2016-09-27 00:00:00,103.64,84.24,30.17,68.75,46.19,215.57
2016-09-26 00:00:00,102.87,84.01,30.17,67.77,45.68,214.24
2016-09-23 00:00:00,102.85,85.75,30.17,68.14,46.91,215.99
2016-09-22 00:00:00,102.83,85.97,30.46,68.83,46.56,217.18
2016-09-21 00:00:00,101.36,85.08,29.457,68.28,46.27,215.82
2016-09-20 00:00:00,99.61,84.02,29.457,67.51,46.12,213.42
2016-09-19 00:00:00,98.87,83.69,29.457,65.89,46.0,213.41
